seta_transicao_direita: .word 16, 16
.byte 199,199,119,119,119,119,119,119,119,199,199,199,199,199,199,199,
199,199,119,127,127,127,127,127,119,199,199,199,199,199,199,199,
199,199,199,119,127,127,127,127,119,199,199,199,199,199,199,199,
199,199,199,119,127,127,127,127,119,199,199,199,199,199,199,199,
199,199,119,127,127,127,127,127,119,199,199,199,199,199,199,199,
199,119,127,127,127,119,119,127,119,199,199,199,199,199,199,199,
119,127,127,127,119,199,199,119,119,199,199,199,199,199,199,199,
119,127,127,119,199,199,199,199,199,199,199,199,199,199,199,199,
119,119,119,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


