tiles_inventario: .word 16, 224
.byte 91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
91,91,183,183,183,183,183,183,183,183,183,183,183,183,183,183,
91,91,183,119,119,119,119,119,119,119,119,119,119,119,119,119,
91,91,183,119,119,119,119,119,119,119,119,119,119,119,119,119,
91,91,183,119,119,119,119,110,110,110,110,110,110,110,110,110,
91,91,183,119,119,119,110,110,110,110,110,110,110,110,110,110,
91,91,183,119,119,119,110,110,119,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
91,91,91,91,91,91,91,91,91,91,91,91,91,91,199,199,
91,91,91,91,91,91,91,91,91,91,91,91,91,91,199,199,
183,183,183,183,183,183,183,183,183,183,183,183,183,183,91,91,
119,119,119,119,119,119,119,119,119,119,119,119,119,119,91,91,
119,119,119,119,119,119,119,119,119,119,119,119,119,119,91,91,
110,110,110,110,110,110,110,110,110,110,119,119,119,119,91,91,
110,110,110,110,110,110,110,110,110,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,119,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
183,183,183,183,183,191,191,191,191,110,110,119,119,119,91,91,
183,183,183,183,183,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
191,191,191,191,191,191,191,191,191,110,110,119,119,119,91,91,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,191,191,191,191,191,191,191,191,
91,91,183,119,119,119,110,110,110,110,110,110,110,110,110,110,
91,91,183,119,119,119,119,110,110,110,110,110,110,110,110,110,
91,91,183,119,119,119,119,119,119,119,119,119,119,119,119,119,
91,91,183,119,119,119,119,119,119,119,119,119,119,119,119,119,
91,91,183,119,119,119,119,119,119,119,119,119,119,119,119,119,
170,170,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
179,179,91,91,91,91,91,91,91,91,91,91,91,91,91,91,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,
