matriz_casa_red_sala: .word 18, 14
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,1,0,1,1,1,1,1,255,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,255,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,
0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
0,1,1,1,255,255,1,1,1,1,1,1,1,1,1,1,1,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


