matriz_casa_red_quarto: .word 18, 14
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,1,1,1,0,133,1,1,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,0,133,1,1,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,
0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,
0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


