matriz_dialogo_oak_intro: .word 27, 6
.byte 
46,47,48,49,45,50,50,48,47,77,42,41,47,51,41,44,43,48,52,-1,-1,-1,-1,-1,-1,-1,-1
25,78,53,8,76,19,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

29,77,73,69,77,9,70,0,15,4,70,77,2,8,7,6,4,2,20,75,76,8,74,-1,-1,-1,-1
37,4,69,75,11,78,7,3,8,77,0,8,77,69,73,7,3,8,77,24,25,26,29,27,25,28,74

27,4,73,77,7,8,69,4,77,18,77,36,0,70,11,0,76,6,8,54,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1


