 matriz_tiles_pallet: .word 26, 21
.byte -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,0,1,0,1,0,1,0,1,0,1,2,3,0,1,0,1,0,1,0,1,0,1,-1
-1,4,5,6,7,6,7,6,7,6,7,6,7,8,9,6,7,6,7,6,7,6,7,6,7,-1
-1,0,1,2,10,10,10,10,10,10,10,10,10,86,87,10,10,10,10,10,10,10,11,1,0,-1
-1,4,5,8,12,12,13,14,14,14,15,12,12,12,43,44,44,44,44,45,46,12,11,5,4,-1
-1,0,1,8,16,17,18,19,19,19,20,21,12,16,47,48,48,48,48,49,50,51,11,0,1,-1
-1,4,5,8,22,23,24,25,25,25,26,27,12,22,54,55,55,55,55,56,57,58,11,5,4,-1
-1,0,1,8,22,28,29,30,31,32,33,27,12,22,60,61,62,63,64,65,66,58,11,1,0,-1
-1,4,5,8,22,34,35,36,37,38,39,27,12,22,68,69,70,71,72,73,74,58,11,5,4,-1    
-1,0,1,8,40,41,42,12,40,41,41,42,12,40,41,41,42,12,40,41,41,77,11,1,0,-1
-1,4,5,8,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14,15,12,12,11,5,4,-1
-1,0,1,8,12,12,12,12,12,12,12,12,12,16,17,18,19,19,19,20,21,12,11,1,0,-1
-1,4,5,8,12,16,52,52,52,52,53,21,12,22,23,24,25,25,25,26,27,12,11,5,4,-1
-1,0,1,8,12,22,59,59,59,59,23,27,12,22,28,29,30,31,32,33,27,12,11,1,0,-1
-1,4,5,8,12,22,59,59,59,59,67,27,12,22,34,35,36,37,38,39,27,12,11,5,4,-1
-1,0,1,8,12,22,75,76,23,76,23,27,12,40,41,42,12,40,41,41,42,12,11,1,0,-1
-1,4,5,8,12,40,41,41,41,41,41,42,12,16,17,17,17,17,17,17,21,12,11,5,4,-1
-1,0,1,78,79,79,79,79,79,79,79,79,79,80,81,81,81,53,81,81,82,79,83,1,0,-1
-1,4,5,84,85,84,85,84,85,84,85,84,85,84,85,84,85,84,85,84,85,84,85,5,4,-1
-1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
