matriz_tiles_laboratorio: .word 22, 17
.byte
 -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
-1,0,0,0,1,2,2,3,2,2,4,4,5,6,7 ,6,7,7,0,0,0,-1,
-1,0,0,0,8,9,10,11,12,13,14,14,15,16,17,16,17,17,0,0,0,-1,
-1,0,0,0,18,19,20,21,20,21,22,23,23,24,25,24,25,25,0,0,0,-1,
-1,0,0,0,26,27,28,29,29,29,30,29,29,29,29,29,29,29,0,0,0,-1,
-1,0,0,0,26,31,32,29,29,29,29,29,33,29,33,29,33,29,0,0,0,-1,
-1,0,0,0,34,35,36,29,29,29,29,29,37,29,37,29,37,29,0,0,0,-1,
-1,0,0,0,34,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,-1,
-1,0,0,0,38,39,40,39,40,29,29,29,39,40,39,40,39,40,0,0,0,-1,
-1,0,0,0,16,16,17,16,17,29,29,29,16,41,16,17,16,17,0,0,0,-1,
-1,0,0,0,42,43,44,43,45,29,29,29,43,46,43,45,43,45,0,0,0,-1,
-1,0,0,0,34,29,47,29,29,29,29,29,29,29,29,29,29,29,0,0,0,-1,
-1,0,0,0,48,29,29,29,29,29,29,29,29,29,29,29,49,50,0,0,0,-1,
-1,0,0,0,51,29,29,29,29,52,53,54,29,29,29,29,55,56,0,0,0,-1,
-1,0,0,0,0,0,0,0,0,57,58,59,0,0,0,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,

