red_cima_passo_esquerdo: .word 26, 32
.byte 199,199,199,199,199,199,11,11,11,11,11,11,11,11,11,11,11,11,11,11,199,199,199,199,199,199,
199,199,199,199,199,199,11,11,11,11,11,11,11,11,11,11,11,11,11,11,199,199,199,199,199,199,
199,199,199,199,11,11,85,95,95,95,95,95,95,95,95,95,95,95,95,85,11,11,199,199,199,199,
199,199,199,199,11,11,95,95,95,95,95,95,95,95,95,95,95,95,95,95,11,11,199,199,199,199,
199,199,199,199,11,11,95,95,95,95,95,95,95,95,95,95,95,95,95,95,11,11,199,199,199,199,
199,199,11,11,85,85,95,95,95,95,95,95,95,95,95,95,95,95,95,95,85,85,11,11,199,199,
199,199,11,11,85,85,95,95,95,95,95,95,95,95,95,95,95,95,95,95,85,85,11,11,199,199,
199,199,11,11,85,85,95,95,95,95,95,95,95,95,95,95,95,95,95,95,85,85,11,11,199,199,
199,199,0,0,85,85,85,95,95,95,95,95,95,95,95,95,95,95,95,85,85,85,0,0,199,199,
199,199,0,0,85,85,85,95,95,95,95,95,95,95,95,95,95,95,95,85,85,85,0,0,199,199,
0,0,93,93,11,11,85,85,85,85,85,85,85,85,85,85,85,85,85,85,11,11,93,93,0,0,
0,0,93,93,11,11,85,85,85,85,85,85,85,85,85,85,85,85,85,85,11,11,93,93,0,0,
0,0,102,102,83,83,11,85,85,85,85,85,85,85,85,85,85,85,85,11,83,83,102,102,0,0,
199,199,0,0,102,102,83,11,11,11,11,0,0,0,0,11,11,11,11,83,102,102,0,0,199,199,
199,199,0,0,102,102,83,11,11,11,11,0,0,0,0,11,11,11,11,83,102,102,0,0,199,199,
199,199,199,199,0,0,11,83,83,93,93,83,83,83,83,93,93,83,83,11,0,0,0,0,199,199,
199,199,199,199,0,0,11,83,83,93,93,83,83,83,83,93,93,83,83,11,0,0,0,0,199,199,
199,199,199,199,0,0,0,0,0,83,83,83,83,83,83,83,83,0,0,0,102,102,0,0,199,199,
199,199,199,199,0,0,0,0,0,83,83,83,83,83,83,83,83,0,0,0,102,102,0,0,199,199,
199,199,0,0,0,0,82,0,0,0,0,0,0,0,0,11,11,101,101,11,0,0,199,199,199,199,
0,0,175,175,175,175,83,0,0,101,101,119,119,119,119,119,119,119,119,85,0,0,199,199,199,199,
0,0,175,175,175,175,83,0,0,101,101,119,119,119,119,119,119,119,119,85,0,0,199,199,199,199,
0,0,102,102,102,102,0,85,85,101,101,119,119,119,119,119,119,119,119,0,0,0,199,199,199,199,
0,0,102,102,102,102,0,85,85,101,101,119,119,119,119,119,119,119,119,0,0,0,199,199,199,199,
199,199,0,0,0,0,82,163,163,101,101,119,119,83,83,83,83,119,119,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,0,0,101,101,101,101,101,101,0,0,82,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,0,0,101,101,101,101,101,101,0,0,82,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,0,82,82,82,82,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,0,82,82,82,82,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,0,173,173,173,173,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,199,199,199,199,199,199,199,199,199,


